1984,Cuba,0
1984,Dominican Republic,0
1984,Egypt,0
1984,France,0
1984,Gabon,0
1984,Germany,0
1984,Great Britain,0
1984,Greece,0
1984,Iran,0
1984,Italy,0
1984,Japan,0
1984,Mexico,0
1984,Nigeria,0
1984,Norway,0
1984,Russia,0
1984,Serbia,0
1984,South Korea,0
1984,Spain,0
1984,Thailand,0
1984,Turkey,0
1984,United States,0
1984,Venezuela,0
1984,Vietnam,0
1988,Afghanistan,0
1988,Argentina,0
1988,Australia,0
1988,Canada,0
1988,China,0
1988,Chinese Taipei,0
1988,Colombia,0
1988,Cuba,0
1988,Dominican Republic,0
1988,Egypt,0
1988,France,0
1988,Gabon,0
1988,Germany,0
1988,Great Britain,0
1988,Greece,0
1988,Iran,0
1988,Italy,0
1988,Japan,0
1988,Mexico,0
1988,Nigeria,0
1988,Norway,0
1988,Russia,0
1988,Serbia,0
1988,South Korea,0
1988,Spain,0
1988,Thailand,0
1988,Turkey,0
1988,United States,0
1988,Venezuela,0
1988,Vietnam,0
1992,Afghanistan,0
1992,Argentina,0
1992,Australia,0
1992,Canada,0
1992,China,0
1992,Chinese Taipei,0
1992,Colombia,0
1992,Cuba,0
1992,Dominican Republic,0
1992,Egypt,0
1992,France,0
1992,Gabon,0
1992,Germany,0
1992,Great Britain,0
1992,Greece,0
1992,Iran,0
1992,Italy,0
1992,Japan,0
1992,Mexico,0
1992,Nigeria,0
1992,Norway,0
1992,Russia,0
1992,Serbia,0
1992,South Korea,0
1992,Spain,0
1992,Thailand,0
1992,Turkey,0
1992,United States,0
1992,Venezuela,0
1992,Vietnam,0
1996,Afghanistan,0
1996,Argentina,0
1996,Australia,0
1996,Canada,0
1996,China,0
1996,Chinese Taipei,0
1996,Colombia,0
1996,Cuba,0
1996,Dominican Republic,0
1996,Egypt,0
1996,France,0
1996,Gabon,0
1996,Germany,0
1996,Great Britain,0
1996,Greece,0
1996,Iran,0
1996,Italy,0
1996,Japan,0
1996,Mexico,0
1996,Nigeria,0
1996,Norway,0
1996,Russia,0
1996,Serbia,0
1996,South Korea,0
1996,Spain,0
1996,Thailand,0
1996,Turkey,0
1996,United States,0
1996,Venezuela,0
1996,Vietnam,0
2000,Afghanistan,0
2000,Argentina,0
2000,Australia,5
2000,Canada,1
2000,China,3
2000,Chinese Taipei,2
2000,Colombia,0
2000,Cuba,5
2000,Dominican Republic,0
2000,Egypt,0
2000,France,1
2000,Gabon,0
2000,Germany,2
2000,Great Britain,0
2000,Greece,3
2000,Iran,1
2000,Italy,0
2000,Japan,1
2000,Mexico,1
2000,Nigeria,0
2000,Norway,2
2000,Russia,2
2000,Serbia,0
2000,South Korea,11
2000,Spain,2
2000,Thailand,0
2000,Turkey,1
2000,United States,3
2000,Venezuela,0
2000,Vietnam,2
2004,Afghanistan,0
2004,Argentina,0
2004,Australia,0
2004,Canada,0
2004,China,6
2004,Chinese Taipei,8
2004,Colombia,0
2004,Cuba,2
2004,Dominican Republic,0
2004,Egypt,1
2004,France,3
2004,Gabon,0
2004,Germany,0
2004,Great Britain,0
2004,Greece,4
2004,Iran,4
2004,Italy,0
2004,Japan,0
2004,Mexico,3
2004,Nigeria,0
2004,Norway,0
2004,Russia,0
2004,Serbia,0
2004,South Korea,8
2004,Spain,0
2004,Thailand,1
2004,Turkey,2
2004,United States,5
2004,Venezuela,1
2004,Vietnam,0
2008,Afghanistan,1
2008,Argentina,0
2008,Australia,0
2008,Canada,2
2008,China,4
2008,Chinese Taipei,0
2008,Colombia,0
2008,Cuba,1
2008,Dominican Republic,2
2008,Egypt,0
2008,France,1
2008,Gabon,0
2008,Germany,0
2008,Great Britain,1
2008,Greece,2
2008,Iran,3
2008,Italy,2
2008,Japan,0
2008,Mexico,6
2008,Nigeria,1
2008,Norway,2
2008,Russia,0
2008,Serbia,0
2008,South Korea,12
2008,Spain,0
2008,Thailand,2
2008,Turkey,3
2008,United States,3
2008,Venezuela,0
2008,Vietnam,0
2012,Afghanistan,0
2012,Argentina,3
2012,Australia,0
2012,Canada,0
2012,China,5
2012,Chinese Taipei,0
2012,Colombia,1
2012,Cuba,1
2012,Dominican Republic,0
2012,Egypt,0
2012,France,3
2012,Gabon,2
2012,Germany,0
2012,Great Britain,4
2012,Greece,0
2012,Iran,2
2012,Italy,3
2012,Japan,0
2012,Mexico,0
2012,Nigeria,0
2012,Norway,0
2012,Russia,1
2012,Serbia,3
2012,South Korea,5
2012,Spain,7
2012,Thailand,1
2012,Turkey,5
2012,United States,2
2012,Venezuela,0
2012,Vietnam,0
