rowling, Yugoslavia, 1
sailing, Australia, 20
sailing, Austria, 6
sailing, Bahamas, 2
sailing, Belgium, 3
sailing, Brazil, 10
sailing, China, 4
sailing, Denmark, 23
sailing, East Germany, 4
sailing, Finland, 4
sailing, France, 21
sailing, Germany, 7
sailing, Great Britain, 40
sailing, Greece, 6
sailing, Hong Kong, 2
sailing, Israel, 2
sailing, Italy, 5
sailing, Mixed team, 2
sailing, Netherlands, 10
sailing, New Zealand, 15
sailing, Norway, 22
sailing, Poland, 2
sailing, Soviet Union, 8
sailing, Spain, 28
sailing, Sweden, 18
sailing, Switzerland, 1
sailing, Ukraine, 2
sailing, United States, 35
sailing, West Germany, 4
shooting, China, 3
shooting, Russia, 1
shooting, Ukraine, 1
shooting, Unified Team, 1
shooting, Yugoslavia, 1
swimming, Arnaud Geyre, 1
swimming, Australasia, 1
swimming, Australia, 27
swimming, Belgium, 1
swimming, Bulgaria, 1
swimming, Canada, 1
swimming, China, 10
swimming, Costa Rica, 1
swimming, Czech Republic, 1
swimming, Denmark, 3
swimming, East Germany, 34
swimming, France, 8
swimming, Germany, 6
swimming, Giuseppe Olmo, 1
swimming, Great Britain, 8
swimming, Greece, 1
swimming, Henry Hansen, 1
swimming, Hungary, 11
swimming, Ireland, 3
swimming, Italy, 7
swimming, Japan, 4
swimming, Kazakhstan, 1
swimming, Latvia, 2
swimming, Lithuania, 1
swimming, Léon Delathouwer, 1
swimming, Netherlands, 18
swimming, Poland, 1
swimming, Robert Charpentier, 1
swimming, Robert Grondelaers, 1
swimming, Romania, 3
swimming, Russia, 1
swimming, South Africa, 3
swimming, Soviet Union, 5
swimming, Spain, 1
swimming, Sweden, 1
swimming, Switzerland, 1
swimming, Ukraine, 4
swimming, Unified Team, 1
swimming, United States, 95
swimming, Yugoslavia, 1
swimming, Zimbabwe, 2
table tennis, China, 22
table tennis, South Korea, 3
table tennis, Sweden, 1
taekondo, Argentina, 1
taekondo, Australia, 1
taekondo, China, 5
taekondo, Chinese Taipei, 2
taekondo, Cuba, 1
taekondo, Great Britain, 1
taekondo, Greece, 1
taekondo, Iran, 2
taekondo, Italy, 1
taekondo, Mexico, 2
taekondo, Serbia, 1
taekondo, South Korea, 10
taekondo, Spain, 1
taekondo, Turkey, 1
taekondo, United States, 2
tennis, Australia, 1
tennis, Belarus, 1
tennis, Belgium, 1
tennis, Canada, 1
tennis, Chile, 2
tennis, China, 1
tennis, Czechoslovakia, 1
tennis, France, 5
tennis, Germany, 2
tennis, Great Britain, 17
tennis, Russia, 2
tennis, South Africa, 3
tennis, Spain, 1
tennis, Switzerland, 2
tennis, United States, 20
tennis, West Germany, 1
weightlifting, Bulgaria, 1
weightlifting, China, 5
weightlifting, Cuba, 1
weightlifting, Great Britain, 1
weightlifting, Hungary, 1
weightlifting, Iran, 1
weightlifting, North Korea, 1
weightlifting, South Korea, 1
weightlifting, Soviet Union, 3
weightlifting, Turkey, 3
weightlifting, United States, 4
wrestling, Armenia, 1
wrestling, Azerbaijan, 1
wrestling, Bulgaria, 10
wrestling, Canada, 1
wrestling, Cuba, 6
wrestling, Czechoslovakia, 1
wrestling, East Germany, 2
wrestling, Egypt, 2
wrestling, Estonia, 3
wrestling, Finland, 20
wrestling, France, 2
wrestling, Georgia, 1
wrestling, Germany, 4
wrestling, Greece, 1
wrestling, Hungary, 17
wrestling, Iran, 4
wrestling, Italy, 7
wrestling, Japan, 14
wrestling, Kazakhstan, 1
wrestling, North Korea, 2
wrestling, Norway, 2
wrestling, Poland, 5
wrestling, Romania, 6
wrestling, Russia, 12
wrestling, South Korea, 7
wrestling, Soviet Union, 38
wrestling, Sweden, 20
wrestling, Turkey, 13
wrestling, Ukraine, 2
wrestling, Unified Team, 3
wrestling, United States, 11
wrestling, Uzbekistan, 1
wrestling, West Germany, 1
wrestling, Yugoslavia, 3
